timestamp,temp_celsius,temp_fahrenheit,wind_speed_mph,pressure,humidity(%),Month_sin,Month_cos,Hour_sin,Hour_cos
2024-09-29 05:00:00,24.990566,76.99279,1.7953941,29.622837,92.31908,0.970193,0.32893258,1.0067632,0.017322063
2024-09-29 06:00:00,24.895105,76.82064,1.6237295,29.624437,92.124306,0.9791601,0.344778,0.9868425,-0.1872258
2024-09-29 07:00:00,24.73612,76.53446,1.3014365,29.626547,91.63613,0.99488604,0.33992463,0.9187288,-0.39790338
2024-09-29 08:00:00,25.34534,77.630394,1.7201955,29.633518,89.1727,1.01733,0.31763187,0.80191004,-0.6138719
2024-09-29 09:00:00,26.684805,80.04004,3.2108674,29.641146,84.46766,1.0322456,0.28681204,0.6323566,-0.8108014
2024-09-29 10:00:00,28.111105,82.605965,4.753424,29.646008,79.847466,1.0375985,0.27022728,0.4261382,-0.9409
2024-09-29 11:00:00,29.271378,84.69445,4.9537897,29.64416,75.98079,1.0311791,0.25787604,0.19896223,-1.0146031
2024-09-29 12:00:00,30.044819,86.08728,4.7246532,29.631285,73.09192,1.0244664,0.2463758,-0.038222432,-1.0327598
2024-09-29 13:00:00,30.442696,86.80402,4.5973444,29.610615,71.571754,1.0141909,0.23741707,-0.26992482,-0.99707085
2024-09-29 14:00:00,30.520847,86.94515,4.6106234,29.585205,71.16735,1.002336,0.2304793,-0.4849625,-0.91272956
2024-09-29 15:00:00,30.284414,86.51982,4.675574,29.55983,72.17361,0.9922172,0.22515285,-0.6733026,-0.7845761
2024-09-29 16:00:00,29.658817,85.39373,4.6667557,29.539778,74.890305,0.9878433,0.22394034,-0.826284,-0.6208666
2024-09-29 17:00:00,28.769636,83.79319,4.3452067,29.528898,78.87858,0.98587644,0.22413626,-0.9369979,-0.42873368
2024-09-29 18:00:00,27.794424,82.03874,3.4882982,29.524414,82.12666,0.98544073,0.21610245,-1.0033882,-0.22129077
2024-09-29 19:00:00,26.955627,80.53024,2.5344317,29.524496,84.522316,0.98870385,0.20630139,-1.0203319,0.0054753087
2024-09-29 20:00:00,26.305264,79.36062,1.8571969,29.528038,86.722084,0.999094,0.19831318,-0.9770218,0.2496604
2024-09-29 21:00:00,25.770523,78.39934,1.3335522,29.536024,87.890144,1.0026562,0.18046844,-0.87472105,0.48874265
2024-09-29 22:00:00,25.524164,77.95678,0.94561225,29.553562,88.730896,1.0169412,0.17696676,-0.6866499,0.7188237
2024-09-29 23:00:00,25.35671,77.65589,0.69241756,29.574608,89.62905,1.0279765,0.19614062,-0.3995564,0.9027487
2024-09-30 00:00:00,25.261768,77.48472,0.7551434,29.59203,90.95533,1.0338789,0.24225727,-0.0339389,0.98180085
2024-09-30 01:00:00,25.201307,77.37537,0.88013095,29.594452,92.1258,1.0260513,0.28529748,0.31277686,0.92943084
2024-09-30 02:00:00,25.177982,77.33303,0.9414658,29.588268,92.4657,1.0045015,0.32253292,0.5932874,0.78284955
2024-09-30 03:00:00,25.142975,77.26956,1.1013277,29.581203,92.39481,0.98255646,0.35675105,0.79030764,0.58786863
2024-09-30 04:00:00,25.133694,77.25207,1.3519465,29.577684,92.44672,0.9654262,0.3886825,0.91377354,0.37484017
2024-09-30 05:00:00,25.2191,77.40487,1.5656009,29.580326,92.380516,0.9494456,0.4203075,0.9776646,0.16552734
2024-09-30 06:00:00,25.195986,77.36274,1.5836343,29.583843,92.09642,0.9450108,0.4408054,0.9932525,-0.03342888
2024-09-30 07:00:00,24.954689,76.928474,1.3184011,29.584414,91.68368,0.95042324,0.44686064,0.96648604,-0.22923534
2024-09-30 08:00:00,24.701586,76.47301,1.0543154,29.583422,91.15918,0.96015286,0.43656865,0.89372104,-0.43145615
2024-09-30 09:00:00,25.14222,77.265526,1.2276258,29.588005,89.60805,0.97427356,0.41722783,0.7743279,-0.6326763
2024-09-30 10:00:00,26.218147,79.200966,2.1764376,29.593357,86.44139,0.9927212,0.38786915,0.610394,-0.8127252
2024-09-30 11:00:00,27.391224,81.31121,3.3914473,29.594795,82.986855,1.0065801,0.35743415,0.4086729,-0.94307464
2024-09-30 12:00:00,28.298893,82.94481,3.6925538,29.588,80.148865,1.007644,0.3304898,0.18734753,-1.0148441
2024-09-30 13:00:00,28.935898,84.09211,3.4285133,29.571987,77.68783,0.99741447,0.30643934,-0.035534635,-1.0329167
2024-09-30 14:00:00,29.275305,84.70383,3.1975052,29.550941,76.09237,0.9889064,0.29428086,-0.24709244,-1.0009453
2024-09-30 15:00:00,29.260395,84.67792,2.9491227,29.525272,75.35783,0.97047734,0.283276,-0.4492931,-0.92709184
2024-09-30 16:00:00,28.876404,83.987434,2.6858869,29.500704,76.27147,0.9527707,0.27489135,-0.6284609,-0.81377983
2024-09-30 17:00:00,28.260143,82.878456,2.4209683,29.482046,78.719795,0.9510753,0.27208248,-0.77133524,-0.667513
2024-09-30 18:00:00,27.493635,81.49963,1.8408816,29.467564,80.995255,0.94570255,0.26961178,-0.88474,-0.4876452
2024-09-30 19:00:00,26.810308,80.27035,1.4259101,29.4583,83.30743,0.94058883,0.27070138,-0.96031135,-0.27408087
2024-09-30 20:00:00,26.194765,79.16291,1.1406993,29.454586,85.638214,0.9406042,0.27521887,-0.9854344,-0.039520744
2024-09-30 21:00:00,25.660156,78.20121,0.8125052,29.45656,87.83615,0.946535,0.2884738,-0.9469296,0.2180846
2024-09-30 22:00:00,25.190147,77.35626,0.47272357,29.467089,88.87985,0.946095,0.30618182,-0.83171785,0.48971832
2024-09-30 23:00:00,24.914976,76.86174,0.27904356,29.489151,89.607506,0.96727324,0.3444018,-0.5963286,0.7495559
2024-10-01 00:00:00,24.832846,76.71398,0.32454315,29.517778,90.46021,0.9894736,0.39506456,-0.23592031,0.9239107
2024-10-01 01:00:00,24.762867,76.58764,0.58681566,29.54018,91.043365,0.97420573,0.4410232,0.16003041,0.94648665
2024-10-01 02:00:00,24.879375,76.796455,0.9340312,29.548122,91.594025,0.93394506,0.47190478,0.49397174,0.83473283
2024-10-01 03:00:00,24.904417,76.84087,1.0149423,29.548038,91.98352,0.9083009,0.49170747,0.72625875,0.6493198
2024-10-01 04:00:00,24.873943,76.7854,1.0062233,29.546282,92.33666,0.89879656,0.51155686,0.86814594,0.441901
2024-10-01 05:00:00,24.842224,76.72755,1.0920131,29.550835,92.51775,0.89042723,0.53138125,0.9478098,0.23827344
2024-10-01 06:00:00,24.755234,76.5706,1.0786858,29.55628,92.148315,0.88646376,0.5473795,0.97955155,0.04715937
2024-10-01 07:00:00,24.547556,76.196625,0.9798451,29.559431,91.84325,0.89067554,0.55690575,0.9716039,-0.13470452
2024-10-01 08:00:00,24.243399,75.64904,0.871715,29.559711,91.66541,0.8971045,0.5581776,0.92537224,-0.32040092
2024-10-01 09:00:00,24.079544,75.35401,0.6020309,29.560593,91.38504,0.90013003,0.5495789,0.8342257,-0.51113814
2024-10-01 10:00:00,24.468142,76.05273,0.9000813,29.565073,90.07508,0.9070338,0.5405266,0.71084714,-0.68736523
2024-10-01 11:00:00,25.222464,77.40921,1.6354156,29.568722,88.36197,0.91655886,0.5254487,0.5509783,-0.83948416
2024-10-01 12:00:00,26.07627,78.94478,2.34932,29.566269,86.837975,0.92011094,0.5055746,0.36311242,-0.9478186
2024-10-01 13:00:00,26.725828,80.11353,2.5494773,29.557293,85.48323,0.9196669,0.48277363,0.16026346,-1.0071414
2024-10-01 14:00:00,27.073536,80.739784,2.450366,29.54126,84.09929,0.9190328,0.46316406,-0.042991325,-1.0210406
2024-10-01 15:00:00,27.232872,81.02722,2.2759078,29.520077,83.18995,0.92430305,0.45067808,-0.23742197,-0.98984957
2024-10-01 16:00:00,27.142717,80.86591,1.959276,29.494364,82.758026,0.9244462,0.4383999,-0.42763543,-0.9154934
2024-10-01 17:00:00,26.875845,80.386475,1.6662195,29.469837,83.0045,0.9088764,0.4237799,-0.6081759,-0.7981004
2024-10-01 18:00:00,26.605951,79.90123,1.5443062,29.450987,83.89436,0.90315294,0.4175537,-0.7614797,-0.63640463
2024-10-01 19:00:00,26.285898,79.32587,1.2399249,29.439123,85.02119,0.89759314,0.41585878,-0.87860024,-0.43331805
2024-10-01 20:00:00,25.816978,78.48246,0.9218849,29.432812,86.845856,0.8854333,0.42074075,-0.9480679,-0.1897996
2024-10-01 21:00:00,25.281406,77.51885,0.7202765,29.433186,89.113525,0.8701577,0.44249555,-0.9519421,0.0781402
